year,state,month,number,date,country
1998,Paraná,9,61,01-01-98,Brazil
1999,Paraná,9,878,01-01-99,Brazil
2000,Paraná,9,381,01-01-00,Brazil
2001,Paraná,9,258,01-01-01,Brazil
2002,Paraná,9,1,01-01-02,Brazil
2003,Paraná,9,2,01-01-03,Brazil
2004,Paraná,9,1,01-01-04,Brazil
2005,Paraná,9,386,01-01-05,Brazil
2006,Paraná,9,866,01-01-06,Brazil
2007,Paraná,9,960,01-01-07,Brazil
2008,Paraná,9,413,01-01-08,Brazil
2009,Paraná,9,149,01-01-09,Brazil
2010,Paraná,9,270,01-01-10,Brazil
2011,Paraná,9,913,01-01-11,Brazil
2012,Paraná,9,459,01-01-12,Brazil
2013,Paraná,9,476,01-01-13,Brazil
2014,Paraná,9,443,01-01-14,Brazil
2015,Paraná,9,599,01-01-15,Brazil
2016,Paraná,9,1,01-01-16,Brazil
2017,Paraná,9,1,01-01-17,Brazil
1998,Paraná,10,61,01-01-98,Brazil
1999,Paraná,10,452,01-01-99,Brazil
2000,Paraná,10,658,01-01-00,Brazil
2001,Paraná,10,209,01-01-01,Brazil
2002,Paraná,10,399,01-01-02,Brazil
2003,Paraná,10,1,01-01-03,Brazil
2004,Paraná,10,666,01-01-04,Brazil
2005,Paraná,10,157,01-01-05,Brazil
2006,Paraná,10,327,01-01-06,Brazil
2007,Paraná,10,194,01-01-07,Brazil
2008,Paraná,10,78,01-01-08,Brazil
2009,Paraná,10,424,01-01-09,Brazil
2010,Paraná,10,230,01-01-10,Brazil
2011,Paraná,10,256,01-01-11,Brazil
2012,Paraná,10,145,01-01-12,Brazil
2013,Paraná,10,233,01-01-13,Brazil
2014,Paraná,10,411,01-01-14,Brazil
2015,Paraná,10,158,01-01-15,Brazil
2016,Paraná,10,193,01-01-16,Brazil
2017,Paraná,10,134,01-01-17,Brazil
1998,Paraná,11,143,01-01-98,Brazil
1999,Paraná,11,447,01-01-99,Brazil
2000,Paraná,11,85,01-01-00,Brazil
2001,Paraná,11,89,01-01-01,Brazil
2002,Paraná,11,425,01-01-02,Brazil
2003,Paraná,11,503,01-01-03,Brazil
2004,Paraná,11,388,01-01-04,Brazil
2005,Paraná,11,597,01-01-05,Brazil
2006,Paraná,11,60,01-01-06,Brazil
2007,Paraná,11,59,01-01-07,Brazil
2008,Paraná,11,39,01-01-08,Brazil
2009,Paraná,11,90,01-01-09,Brazil
2010,Paraná,11,183,01-01-10,Brazil
2011,Paraná,11,138,01-01-11,Brazil
2012,Paraná,11,142,01-01-12,Brazil
2013,Paraná,11,126,01-01-13,Brazil
2014,Paraná,11,68,01-01-14,Brazil
2015,Paraná,11,18,01-01-15,Brazil
2016,Paraná,11,275,01-01-16,Brazil
2017,Paraná,11,292,01-01-17,Brazil
1998,Paraná,12,82,01-01-98,Brazil
1999,Paraná,12,254,01-01-99,Brazil
2000,Paraná,12,159,01-01-00,Brazil
2001,Paraná,12,85,01-01-01,Brazil
2002,Paraná,12,165,01-01-02,Brazil
2003,Paraná,12,171,01-01-03,Brazil
2004,Paraná,12,151,01-01-04,Brazil
2005,Paraná,12,40,01-01-05,Brazil
2006,Paraná,12,6,01-01-06,Brazil
2007,Paraná,12,22,01-01-07,Brazil
2008,Paraná,12,62,01-01-08,Brazil
2009,Paraná,12,30,01-01-09,Brazil
2010,Paraná,12,37,01-01-10,Brazil
2011,Paraná,12,78,01-01-11,Brazil
2012,Paraná,12,54,01-01-12,Brazil
2013,Paraná,12,155,01-01-13,Brazil
2014,Paraná,12,78,01-01-14,Brazil
2015,Paraná,12,30,01-01-15,Brazil
2016,Paraná,12,45,01-01-16,Brazil
1998,Pernambuco,1,0,01-01-98,Brazil
1999,Pernambuco,1,102,01-01-99,Brazil
2000,Pernambuco,1,3,01-01-00,Brazil
2001,Pernambuco,1,7,01-01-01,Brazil
2002,Pernambuco,1,10,01-01-02,Brazil
2003,Pernambuco,1,188,01-01-03,Brazil
2004,Pernambuco,1,29,01-01-04,Brazil
2005,Pernambuco,1,221,01-01-05,Brazil
2006,Pernambuco,1,148,01-01-06,Brazil
2007,Pernambuco,1,156,01-01-07,Brazil
2008,Pernambuco,1,170,01-01-08,Brazil
2009,Pernambuco,1,256,01-01-09,Brazil
2010,Pernambuco,1,47,01-01-10,Brazil
2011,Pernambuco,1,49,01-01-11,Brazil
2012,Pernambuco,1,146,01-01-12,Brazil
2013,Pernambuco,1,55,01-01-13,Brazil
2014,Pernambuco,1,99,01-01-14,Brazil
2015,Pernambuco,1,109,01-01-15,Brazil
2016,Pernambuco,1,24,01-01-16,Brazil
2017,Pernambuco,1,52,01-01-17,Brazil
1998,Pernambuco,2,0,01-01-98,Brazil
1999,Pernambuco,2,13,01-01-99,Brazil
2000,Pernambuco,2,4,01-01-00,Brazil
2001,Pernambuco,2,2,01-01-01,Brazil
2002,Pernambuco,2,19,01-01-02,Brazil
2003,Pernambuco,2,35,01-01-03,Brazil
2004,Pernambuco,2,8,01-01-04,Brazil
2005,Pernambuco,2,33,01-01-05,Brazil
2006,Pernambuco,2,41,01-01-06,Brazil
2007,Pernambuco,2,21,01-01-07,Brazil
2008,Pernambuco,2,48,01-01-08,Brazil
2009,Pernambuco,2,28,01-01-09,Brazil
2010,Pernambuco,2,33,01-01-10,Brazil
2011,Pernambuco,2,25,01-01-11,Brazil
2012,Pernambuco,2,64,01-01-12,Brazil
2013,Pernambuco,2,29,01-01-13,Brazil
2014,Pernambuco,2,25,01-01-14,Brazil
2015,Pernambuco,2,55,01-01-15,Brazil
2016,Pernambuco,2,19,01-01-16,Brazil
2017,Pernambuco,2,23,01-01-17,Brazil
1998,Pernambuco,3,0,01-01-98,Brazil
1999,Pernambuco,3,27,01-01-99,Brazil
2000,Pernambuco,3,14,01-01-00,Brazil
2001,Pernambuco,3,0,01-01-01,Brazil
2002,Pernambuco,3,24,01-01-02,Brazil
2003,Pernambuco,3,9,01-01-03,Brazil
2004,Pernambuco,3,6,01-01-04,Brazil
2005,Pernambuco,3,45,01-01-05,Brazil
2006,Pernambuco,3,18,01-01-06,Brazil
2007,Pernambuco,3,4,01-01-07,Brazil
2008,Pernambuco,3,32,01-01-08,Brazil
2009,Pernambuco,3,15,01-01-09,Brazil
2010,Pernambuco,3,59,01-01-10,Brazil
2011,Pernambuco,3,39,01-01-11,Brazil
2012,Pernambuco,3,44,01-01-12,Brazil
2013,Pernambuco,3,40,01-01-13,Brazil
2014,Pernambuco,3,36,01-01-14,Brazil
2015,Pernambuco,3,33,01-01-15,Brazil
2016,Pernambuco,3,4,01-01-16,Brazil
2017,Pernambuco,3,7,01-01-17,Brazil
1998,Pernambuco,4,0,01-01-98,Brazil
1999,Pernambuco,4,2,01-01-99,Brazil
2000,Pernambuco,4,1,01-01-00,Brazil
2001,Pernambuco,4,2,01-01-01,Brazil
2002,Pernambuco,4,5,01-01-02,Brazil
2003,Pernambuco,4,7,01-01-03,Brazil
2004,Pernambuco,4,5,01-01-04,Brazil
2005,Pernambuco,4,1,01-01-05,Brazil
2006,Pernambuco,4,2,01-01-06,Brazil
2007,Pernambuco,4,1,01-01-07,Brazil
2008,Pernambuco,4,5,01-01-08,Brazil
2009,Pernambuco,4,3,01-01-09,Brazil
2010,Pernambuco,4,2,01-01-10,Brazil
2011,Pernambuco,4,22,01-01-11,Brazil
2012,Pernambuco,4,46,01-01-12,Brazil
2013,Pernambuco,4,11,01-01-13,Brazil
2014,Pernambuco,4,10,01-01-14,Brazil
2015,Pernambuco,4,30,01-01-15,Brazil
2016,Pernambuco,4,8,01-01-16,Brazil
2017,Pernambuco,4,9,01-01-17,Brazil
1998,Pernambuco,5,0,01-01-98,Brazil
1999,Pernambuco,5,6,01-01-99,Brazil
2000,Pernambuco,5,7,01-01-00,Brazil
2001,Pernambuco,5,5,01-01-01,Brazil
2002,Pernambuco,5,13,01-01-02,Brazil
2003,Pernambuco,5,1,01-01-03,Brazil
2004,Pernambuco,5,2,01-01-04,Brazil
2005,Pernambuco,5,1,01-01-05,Brazil
2006,Pernambuco,5,1,01-01-06,Brazil
2007,Pernambuco,5,0,01-01-07,Brazil
2008,Pernambuco,5,0,01-01-08,Brazil
2009,Pernambuco,5,0,01-01-09,Brazil
2010,Pernambuco,5,8,01-01-10,Brazil
2011,Pernambuco,5,1,01-01-11,Brazil
2012,Pernambuco,5,36,01-01-12,Brazil
2013,Pernambuco,5,9,01-01-13,Brazil
2014,Pernambuco,5,4,01-01-14,Brazil
2015,Pernambuco,5,17,01-01-15,Brazil
2016,Pernambuco,5,6,01-01-16,Brazil
2017,Pernambuco,5,13,01-01-17,Brazil
1998,Pernambuco,6,1,01-01-98,Brazil
1999,Pernambuco,6,7,01-01-99,Brazil
2000,Pernambuco,6,4,01-01-00,Brazil
2001,Pernambuco,6,2,01-01-01,Brazil
2002,Pernambuco,6,1,01-01-02,Brazil
2003,Pernambuco,6,2,01-01-03,Brazil
2004,Pernambuco,6,4,01-01-04,Brazil
2005,Pernambuco,6,3,01-01-05,Brazil
2006,Pernambuco,6,0,01-01-06,Brazil
2007,Pernambuco,6,1,01-01-07,Brazil
2008,Pernambuco,6,0,01-01-08,Brazil
2009,Pernambuco,6,1,01-01-09,Brazil
2010,Pernambuco,6,1,01-01-10,Brazil
2011,Pernambuco,6,4,01-01-11,Brazil
2012,Pernambuco,6,12,01-01-12,Brazil
2013,Pernambuco,6,12,01-01-13,Brazil
2014,Pernambuco,6,3,01-01-14,Brazil
2015,Pernambuco,6,3,01-01-15,Brazil
2016,Pernambuco,6,4,01-01-16,Brazil
2017,Pernambuco,6,5,01-01-17,Brazil
1998,Pernambuco,7,5,01-01-98,Brazil
1999,Pernambuco,7,2,01-01-99,Brazil
2000,Pernambuco,7,0,01-01-00,Brazil
2001,Pernambuco,7,6,01-01-01,Brazil
2002,Pernambuco,7,8,01-01-02,Brazil
2003,Pernambuco,7,5,01-01-03,Brazil
2004,Pernambuco,7,13,01-01-04,Brazil
2005,Pernambuco,7,1,01-01-05,Brazil
2006,Pernambuco,7,1,01-01-06,Brazil
2007,Pernambuco,7,3,01-01-07,Brazil
2008,Pernambuco,7,0,01-01-08,Brazil
2009,Pernambuco,7,1,01-01-09,Brazil
2010,Pernambuco,7,7,01-01-10,Brazil
2011,Pernambuco,7,2,01-01-11,Brazil
2012,Pernambuco,7,11,01-01-12,Brazil
2013,Pernambuco,7,4,01-01-13,Brazil
2014,Pernambuco,7,11,01-01-14,Brazil
2015,Pernambuco,7,13,01-01-15,Brazil
2016,Pernambuco,7,17,01-01-16,Brazil
2017,Pernambuco,7,2,01-01-17,Brazil
1998,Pernambuco,8,12,01-01-98,Brazil
1999,Pernambuco,8,3,01-01-99,Brazil
2000,Pernambuco,8,31,01-01-00,Brazil
2001,Pernambuco,8,27,01-01-01,Brazil
2002,Pernambuco,8,37,01-01-02,Brazil
2003,Pernambuco,8,26,01-01-03,Brazil
2004,Pernambuco,8,41,01-01-04,Brazil
2005,Pernambuco,8,10,01-01-05,Brazil
2006,Pernambuco,8,8,01-01-06,Brazil
2007,Pernambuco,8,20,01-01-07,Brazil
2008,Pernambuco,8,2,01-01-08,Brazil
2009,Pernambuco,8,10,01-01-09,Brazil
2010,Pernambuco,8,29,01-01-10,Brazil
2011,Pernambuco,8,27,01-01-11,Brazil
2012,Pernambuco,8,27,01-01-12,Brazil
2013,Pernambuco,8,14,01-01-13,Brazil
2014,Pernambuco,8,23,01-01-14,Brazil
2015,Pernambuco,8,21,01-01-15,Brazil
2016,Pernambuco,8,42,01-01-16,Brazil
2017,Pernambuco,8,20,01-01-17,Brazil
1998,Pernambuco,9,177,01-01-98,Brazil
1999,Pernambuco,9,64,01-01-99,Brazil
2000,Pernambuco,9,130,01-01-00,Brazil
2001,Pernambuco,9,298,01-01-01,Brazil
2002,Pernambuco,9,374,01-01-02,Brazil
2003,Pernambuco,9,510,01-01-03,Brazil
2004,Pernambuco,9,192,01-01-04,Brazil
2005,Pernambuco,9,154,01-01-05,Brazil
2006,Pernambuco,9,147,01-01-06,Brazil
2007,Pernambuco,9,164,01-01-07,Brazil
2008,Pernambuco,9,92,01-01-08,Brazil
2009,Pernambuco,9,164,01-01-09,Brazil
2010,Pernambuco,9,179,01-01-10,Brazil
2011,Pernambuco,9,243,01-01-11,Brazil
2012,Pernambuco,9,192,01-01-12,Brazil
2013,Pernambuco,9,143,01-01-13,Brazil
2014,Pernambuco,9,63,01-01-14,Brazil
2015,Pernambuco,9,116,01-01-15,Brazil
2016,Pernambuco,9,171,01-01-16,Brazil
2017,Pernambuco,9,69,01-01-17,Brazil
1998,Pernambuco,10,372,01-01-98,Brazil
1999,Pernambuco,10,180,01-01-99,Brazil
2000,Pernambuco,10,411,01-01-00,Brazil
2001,Pernambuco,10,461,01-01-01,Brazil
2002,Pernambuco,10,638,01-01-02,Brazil
2003,Pernambuco,10,859,01-01-03,Brazil
2004,Pernambuco,10,545,01-01-04,Brazil
2005,Pernambuco,10,408,01-01-05,Brazil
2006,Pernambuco,10,310,01-01-06,Brazil
2007,Pernambuco,10,702,01-01-07,Brazil
2008,Pernambuco,10,274,01-01-08,Brazil
2009,Pernambuco,10,254,01-01-09,Brazil
2010,Pernambuco,10,347,01-01-10,Brazil
2011,Pernambuco,10,461,01-01-11,Brazil
2012,Pernambuco,10,222,01-01-12,Brazil
2013,Pernambuco,10,161,01-01-13,Brazil
2014,Pernambuco,10,174,01-01-14,Brazil
2015,Pernambuco,10,194,01-01-15,Brazil
2016,Pernambuco,10,319,01-01-16,Brazil
2017,Pernambuco,10,256,01-01-17,Brazil
1998,Pernambuco,11,141,01-01-98,Brazil
1999,Pernambuco,11,41,01-01-99,Brazil
2000,Pernambuco,11,64,01-01-00,Brazil
2001,Pernambuco,11,208,01-01-01,Brazil
2002,Pernambuco,11,521,01-01-02,Brazil
2003,Pernambuco,11,560,01-01-03,Brazil
2004,Pernambuco,11,465,01-01-04,Brazil
2005,Pernambuco,11,452,01-01-05,Brazil
2006,Pernambuco,11,385,01-01-06,Brazil
2007,Pernambuco,11,359,01-01-07,Brazil
2008,Pernambuco,11,363,01-01-08,Brazil
2009,Pernambuco,11,486,01-01-09,Brazil
2010,Pernambuco,11,831,01-01-10,Brazil
2011,Pernambuco,11,352,01-01-11,Brazil
2012,Pernambuco,11,181,01-01-12,Brazil
2013,Pernambuco,11,110,01-01-13,Brazil
2014,Pernambuco,11,111,01-01-14,Brazil
2015,Pernambuco,11,315,01-01-15,Brazil
2016,Pernambuco,11,191,01-01-16,Brazil
2017,Pernambuco,11,66,01-01-17,Brazil
1998,Pernambuco,12,59,01-01-98,Brazil
1999,Pernambuco,12,16,01-01-99,Brazil
2000,Pernambuco,12,22,01-01-00,Brazil
2001,Pernambuco,12,62,01-01-01,Brazil
2002,Pernambuco,12,259,01-01-02,Brazil
2003,Pernambuco,12,229,01-01-03,Brazil
2004,Pernambuco,12,373,01-01-04,Brazil
2005,Pernambuco,12,191,01-01-05,Brazil
2006,Pernambuco,12,207,01-01-06,Brazil
2007,Pernambuco,12,200,01-01-07,Brazil
2008,Pernambuco,12,203,01-01-08,Brazil
2009,Pernambuco,12,351,01-01-09,Brazil
2010,Pernambuco,12,117,01-01-10,Brazil
2011,Pernambuco,12,364,01-01-11,Brazil
2012,Pernambuco,12,108,01-01-12,Brazil
2013,Pernambuco,12,141,01-01-13,Brazil
2014,Pernambuco,12,101,01-01-14,Brazil
2015,Pernambuco,12,176,01-01-15,Brazil
2016,Pernambuco,12,161,01-01-16,Brazil
1998,Piauí,1,0,01-01-98,Brazil
1999,Piauí,1,21,01-01-99,Brazil
2000,Piauí,1,5,01-01-00,Brazil
2001,Piauí,1,29,01-01-01,Brazil
2002,Piauí,1,33,01-01-02,Brazil
2003,Piauí,1,86,01-01-03,Brazil
2004,Piauí,1,42,01-01-04,Brazil
2005,Piauí,1,94,01-01-05,Brazil
2006,Piauí,1,133,01-01-06,Brazil
2007,Piauí,1,123,01-01-07,Brazil
2008,Piauí,1,61,01-01-08,Brazil
2009,Piauí,1,79,01-01-09,Brazil
2010,Piauí,1,99,01-01-10,Brazil
2011,Piauí,1,39,01-01-11,Brazil
2012,Piauí,1,80,01-01-12,Brazil
2013,Piauí,1,72,01-01-13,Brazil
2014,Piauí,1,79,01-01-14,Brazil
2015,Piauí,1,92,01-01-15,Brazil
2016,Piauí,1,94,01-01-16,Brazil
2017,Piauí,1,85,01-01-17,Brazil
1998,Piauí,2,0,01-01-98,Brazil
1999,Piauí,2,22,01-01-99,Brazil
2000,Piauí,2,12,01-01-00,Brazil
2001,Piauí,2,0,01-01-01,Brazil
2002,Piauí,2,160,01-01-02,Brazil
2003,Piauí,2,3,01-01-03,Brazil
2004,Piauí,2,20,01-01-04,Brazil
2005,Piauí,2,26,01-01-05,Brazil
2006,Piauí,2,23,01-01-06,Brazil
2007,Piauí,2,11,01-01-07,Brazil
2008,Piauí,2,21,01-01-08,Brazil
2009,Piauí,2,19,01-01-09,Brazil
2010,Piauí,2,54,01-01-10,Brazil
2011,Piauí,2,11,01-01-11,Brazil
2012,Piauí,2,31,01-01-12,Brazil
2013,Piauí,2,68,01-01-13,Brazil
2014,Piauí,2,14,01-01-14,Brazil
2015,Piauí,2,38,01-01-15,Brazil
2016,Piauí,2,97,01-01-16,Brazil
2017,Piauí,2,24,01-01-17,Brazil
1998,Piauí,3,0,01-01-98,Brazil
1999,Piauí,3,4,01-01-99,Brazil
2000,Piauí,3,14,01-01-00,Brazil
2001,Piauí,3,2,01-01-01,Brazil
2002,Piauí,3,63,01-01-02,Brazil
2003,Piauí,3,15,01-01-03,Brazil
2004,Piauí,3,27,01-01-04,Brazil
2005,Piauí,3,13,01-01-05,Brazil
2006,Piauí,3,18,01-01-06,Brazil
2007,Piauí,3,31,01-01-07,Brazil
2008,Piauí,3,4,01-01-08,Brazil
2009,Piauí,3,17,01-01-09,Brazil
2010,Piauí,3,47,01-01-10,Brazil
2011,Piauí,3,15,01-01-11,Brazil
2012,Piauí,3,71,01-01-12,Brazil
2013,Piauí,3,14,01-01-13,Brazil
2014,Piauí,3,88,01-01-14,Brazil
2015,Piauí,3,35,01-01-15,Brazil
2016,Piauí,3,53,01-01-16,Brazil
2017,Piauí,3,25,01-01-17,Brazil
1998,Piauí,4,0,01-01-98,Brazil
1999,Piauí,4,10,01-01-99,Brazil
2000,Piauí,4,15,01-01-00,Brazil
2001,Piauí,4,1,01-01-01,Brazil
2002,Piauí,4,87,01-01-02,Brazil
2003,Piauí,4,22,01-01-03,Brazil
2004,Piauí,4,10,01-01-04,Brazil
2005,Piauí,4,3,01-01-05,Brazil
2006,Piauí,4,1,01-01-06,Brazil
2007,Piauí,4,9,01-01-07,Brazil
2008,Piauí,4,7,01-01-08,Brazil
2009,Piauí,4,8,01-01-09,Brazil
2010,Piauí,4,56,01-01-10,Brazil
2011,Piauí,4,16,01-01-11,Brazil
2012,Piauí,4,119,01-01-12,Brazil
2013,Piauí,4,34,01-01-13,Brazil
2014,Piauí,4,63,01-01-14,Brazil
2015,Piauí,4,50,01-01-15,Brazil
2016,Piauí,4,35,01-01-16,Brazil
2017,Piauí,4,25,01-01-17,Brazil
1998,Piauí,5,0,01-01-98,Brazil
1999,Piauí,5,8,01-01-99,Brazil
2000,Piauí,5,25,01-01-00,Brazil
2001,Piauí,5,36,01-01-01,Brazil
2002,Piauí,5,84,01-01-02,Brazil
2003,Piauí,5,13,01-01-03,Brazil
2004,Piauí,5,80,01-01-04,Brazil
2005,Piauí,5,22,01-01-05,Brazil
2006,Piauí,5,0,01-01-06,Brazil
2007,Piauí,5,52,01-01-07,Brazil
2008,Piauí,5,12,01-01-08,Brazil
2009,Piauí,5,12,01-01-09,Brazil
2010,Piauí,5,231,01-01-10,Brazil
2011,Piauí,5,77,01-01-11,Brazil
2012,Piauí,5,334,01-01-12,Brazil
2013,Piauí,5,40,01-01-13,Brazil
2014,Piauí,5,138,01-01-14,Brazil
2015,Piauí,5,66,01-01-15,Brazil
2016,Piauí,5,60,01-01-16,Brazil
2017,Piauí,5,36,01-01-17,Brazil
1998,Piauí,6,46,01-01-98,Brazil
1999,Piauí,6,47,01-01-99,Brazil
2000,Piauí,6,18,01-01-00,Brazil
2001,Piauí,6,87,01-01-01,Brazil
2002,Piauí,6,161,01-01-02,Brazil
2003,Piauí,6,88,01-01-03,Brazil
2004,Piauí,6,239,01-01-04,Brazil
2005,Piauí,6,171,01-01-05,Brazil
2006,Piauí,6,40,01-01-06,Brazil
2007,Piauí,6,303,01-01-07,Brazil
2008,Piauí,6,33,01-01-08,Brazil
2009,Piauí,6,56,01-01-09,Brazil
2010,Piauí,6,208,01-01-10,Brazil
2011,Piauí,6,462,01-01-11,Brazil
2012,Piauí,6,834,01-01-12,Brazil
2013,Piauí,6,263,01-01-13,Brazil
2014,Piauí,6,373,01-01-14,Brazil
2015,Piauí,6,283,01-01-15,Brazil
2016,Piauí,6,153,01-01-16,Brazil
2017,Piauí,6,193,01-01-17,Brazil
1998,Piauí,7,189,01-01-98,Brazil
1999,Piauí,7,123,01-01-99,Brazil
2000,Piauí,7,75,01-01-00,Brazil
2001,Piauí,7,337,01-01-01,Brazil
2002,Piauí,7,534,01-01-02,Brazil
2003,Piauí,7,407,01-01-03,Brazil
2004,Piauí,7,564,01-01-04,Brazil
2005,Piauí,7,445,01-01-05,Brazil
2006,Piauí,7,150,01-01-06,Brazil
2007,Piauí,7,919,01-01-07,Brazil
2008,Piauí,7,97,01-01-08,Brazil
2009,Piauí,7,302,01-01-09,Brazil
2010,Piauí,7,1,01-01-10,Brazil
2011,Piauí,7,864,01-01-11,Brazil
2012,Piauí,7,1,01-01-12,Brazil
2013,Piauí,7,361,01-01-13,Brazil
2014,Piauí,7,1,01-01-14,Brazil
2015,Piauí,7,690,01-01-15,Brazil
2016,Piauí,7,754,01-01-16,Brazil
2017,Piauí,7,643,01-01-17,Brazil
1998,Piauí,8,711,01-01-98,Brazil
1999,Piauí,8,499,01-01-99,Brazil
2000,Piauí,8,415,01-01-00,Brazil
2001,Piauí,8,1,01-01-01,Brazil
2002,Piauí,8,2,01-01-02,Brazil
2003,Piauí,8,864,01-01-03,Brazil
2004,Piauí,8,1,01-01-04,Brazil
2005,Piauí,8,943,01-01-05,Brazil
2006,Piauí,8,911,01-01-06,Brazil
2007,Piauí,8,3,01-01-07,Brazil
2008,Piauí,8,290,01-01-08,Brazil
2009,Piauí,8,790,01-01-09,Brazil
2010,Piauí,8,4,01-01-10,Brazil
2011,Piauí,8,1,01-01-11,Brazil
2012,Piauí,8,3,01-01-12,Brazil
2013,Piauí,8,1,01-01-13,Brazil
2014,Piauí,8,2,01-01-14,Brazil
2015,Piauí,8,2,01-01-15,Brazil
2016,Piauí,8,1,01-01-16,Brazil
2017,Piauí,8,1,01-01-17,Brazil
1998,Piauí,9,1,01-01-98,Brazil
1999,Piauí,9,872,01-01-99,Brazil
2000,Piauí,9,1,01-01-00,Brazil
2001,Piauí,9,2,01-01-01,Brazil
2002,Piauí,9,2,01-01-02,Brazil
2003,Piauí,9,3,01-01-03,Brazil
2004,Piauí,9,2,01-01-04,Brazil
2005,Piauí,9,3,01-01-05,Brazil
2006,Piauí,9,1,01-01-06,Brazil
2007,Piauí,9,4,01-01-07,Brazil
2008,Piauí,9,1,01-01-08,Brazil
2009,Piauí,9,1,01-01-09,Brazil
2010,Piauí,9,5,01-01-10,Brazil
2011,Piauí,9,4,01-01-11,Brazil
2012,Piauí,9,4,01-01-12,Brazil
2013,Piauí,9,2,01-01-13,Brazil
2014,Piauí,9,2,01-01-14,Brazil
2015,Piauí,9,5,01-01-15,Brazil
2016,Piauí,9,1,01-01-16,Brazil
2017,Piauí,9,3,01-01-17,Brazil
1998,Piauí,10,2,01-01-98,Brazil
1999,Piauí,10,1,01-01-99,Brazil
2000,Piauí,10,2,01-01-00,Brazil
2001,Piauí,10,3,01-01-01,Brazil
2002,Piauí,10,2,01-01-02,Brazil
2003,Piauí,10,2,01-01-03,Brazil
2004,Piauí,10,2,01-01-04,Brazil
2005,Piauí,10,3,01-01-05,Brazil
2006,Piauí,10,1,01-01-06,Brazil
2007,Piauí,10,2,01-01-07,Brazil
2008,Piauí,10,1,01-01-08,Brazil
2009,Piauí,10,913,01-01-09,Brazil
2010,Piauí,10,3,01-01-10,Brazil
2011,Piauí,10,1,01-01-11,Brazil
2012,Piauí,10,2,01-01-12,Brazil
2013,Piauí,10,1,01-01-13,Brazil
2014,Piauí,10,1,01-01-14,Brazil
2015,Piauí,10,4,01-01-15,Brazil
2016,Piauí,10,2,01-01-16,Brazil
2017,Piauí,10,3,01-01-17,Brazil
1998,Piauí,11,424,01-01-98,Brazil
1999,Piauí,11,334,01-01-99,Brazil
2000,Piauí,11,450,01-01-00,Brazil
2001,Piauí,11,1,01-01-01,Brazil
2002,Piauí,11,1,01-01-02,Brazil
2003,Piauí,11,1,01-01-03,Brazil
2004,Piauí,11,1,01-01-04,Brazil
2005,Piauí,11,1,01-01-05,Brazil
2006,Piauí,11,740,01-01-06,Brazil
2007,Piauí,11,939,01-01-07,Brazil
2008,Piauí,11,594,01-01-08,Brazil
2009,Piauí,11,1,01-01-09,Brazil
2010,Piauí,11,1,01-01-10,Brazil
2011,Piauí,11,825,01-01-11,Brazil
2012,Piauí,11,447,01-01-12,Brazil
2013,Piauí,11,640,01-01-13,Brazil
2014,Piauí,11,717,01-01-14,Brazil
2015,Piauí,11,897,01-01-15,Brazil
2016,Piauí,11,1,01-01-16,Brazil
2017,Piauí,11,449,01-01-17,Brazil
1998,Piauí,12,119,01-01-98,Brazil
1999,Piauí,12,74,01-01-99,Brazil
2000,Piauí,12,79,01-01-00,Brazil
2001,Piauí,12,230,01-01-01,Brazil
2002,Piauí,12,373,01-01-02,Brazil
2003,Piauí,12,459,01-01-03,Brazil
2004,Piauí,12,788,01-01-04,Brazil
2005,Piauí,12,486,01-01-05,Brazil
2006,Piauí,12,339,01-01-06,Brazil
2007,Piauí,12,317,01-01-07,Brazil
2008,Piauí,12,329,01-01-08,Brazil
2009,Piauí,12,570,01-01-09,Brazil
2010,Piauí,12,357,01-01-10,Brazil
2011,Piauí,12,362,01-01-11,Brazil
2012,Piauí,12,334,01-01-12,Brazil
2013,Piauí,12,468,01-01-13,Brazil
2014,Piauí,12,346,01-01-14,Brazil
2015,Piauí,12,626,01-01-15,Brazil
2016,Piauí,12,374,01-01-16,Brazil
1998,Rio de Janeiro,1,0,01-01-98,Brazil
1999,Rio de Janeiro,1,0,01-01-99,Brazil
2000,Rio de Janeiro,1,0,01-01-00,Brazil
2001,Rio de Janeiro,1,0,01-01-01,Brazil
2002,Rio de Janeiro,1,0,01-01-02,Brazil
2003,Rio de Janeiro,1,0,01-01-03,Brazil
2004,Rio de Janeiro,1,1,01-01-04,Brazil
2005,Rio de Janeiro,1,5,01-01-05,Brazil
2006,Rio de Janeiro,1,12,01-01-06,Brazil
2007,Rio de Janeiro,1,0,01-01-07,Brazil
2008,Rio de Janeiro,1,1,01-01-08,Brazil
2009,Rio de Janeiro,1,3,01-01-09,Brazil
2010,Rio de Janeiro,1,13,01-01-10,Brazil
2011,Rio de Janeiro,1,10,01-01-11,Brazil
2012,Rio de Janeiro,1,12,01-01-12,Brazil
2013,Rio de Janeiro,1,9,01-01-13,Brazil
2014,Rio de Janeiro,1,35,01-01-14,Brazil
2015,Rio de Janeiro,1,97,01-01-15,Brazil
2016,Rio de Janeiro,1,9,01-01-16,Brazil
2017,Rio de Janeiro,1,15,01-01-17,Brazil
1998,Rio de Janeiro,2,0,01-01-98,Brazil
1999,Rio de Janeiro,2,0,01-01-99,Brazil
2000,Rio de Janeiro,2,1,01-01-00,Brazil
2001,Rio de Janeiro,2,3,01-01-01,Brazil
